EVALUACIÓN SOBRE CARPETA (modelo M + cascada 9-12)
==================================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/1873] 01_000_10_001.jpg | REAL=01 | PRED_BASE=01 | PRED_FINAL=01 | REF=none | OK
[ 469/1873] 03_315_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 470/1873] 03_315_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 471/1873] 03_315_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 472/1873] 03_315_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 473/1873] 04_000_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 474/1873] 04_000_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 475/1873] 04_000_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 476/1873] 04_000_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 477/1873] 04_000_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 478/1873] 04_000_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 479/1873] 04_000_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 480/1873] 04_000_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 481/1873] 04_000_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 482/1873] 04_000_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 483/1873] 04_000_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 484/1873] 04_000_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 485/1873] 04_000_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 486/1873] 04_000_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 487/1873] 04_000_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 488/1873] 04_000_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 489/1873] 04_000_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 490/1873] 04_000_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 491/1873] 04_000_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 492/1873] 04_000_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 493/1873] 04_045_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 494/1873] 04_045_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 495/1873] 04_045_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 496/1873] 04_045_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 497/1873] 04_045_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 498/1873] 04_045_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 499/1873] 04_045_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 500/1873] 04_045_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 501/1873] 04_045_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 502/1873] 04_045_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 503/1873] 04_045_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 504/1873] 04_045_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 505/1873] 04_045_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 506/1873] 04_045_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 507/1873] 04_045_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 508/1873] 04_045_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 509/1873] 04_045_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 510/1873] 04_045_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 511/1873] 04_045_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 512/1873] 04_045_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 513/1873] 04_090_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 514/1873] 04_090_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 515/1873] 04_090_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 516/1873] 04_090_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 517/1873] 04_090_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 518/1873] 04_090_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 519/1873] 04_090_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 520/1873] 04_090_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 521/1873] 04_090_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 522/1873] 04_090_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 523/1873] 04_090_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 524/1873] 04_090_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 525/1873] 04_090_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 526/1873] 04_090_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 527/1873] 04_090_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 528/1873] 04_090_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 529/1873] 04_090_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 530/1873] 04_090_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 531/1873] 04_090_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 532/1873] 04_135_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 533/1873] 04_135_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 534/1873] 04_135_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 535/1873] 04_135_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 536/1873] 04_135_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 537/1873] 04_135_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 538/1873] 04_135_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 539/1873] 04_135_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 540/1873] 04_135_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 541/1873] 04_135_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 542/1873] 04_135_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 543/1873] 04_135_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 544/1873] 04_135_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 545/1873] 04_135_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 546/1873] 04_135_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 547/1873] 04_135_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 548/1873] 04_135_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 549/1873] 04_135_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 550/1873] 04_135_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 551/1873] 04_135_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 552/1873] 04_180_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 553/1873] 04_180_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 554/1873] 04_180_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 555/1873] 04_180_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 556/1873] 04_180_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 557/1873] 04_180_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 558/1873] 04_180_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 559/1873] 04_180_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 560/1873] 04_180_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 561/1873] 04_180_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 562/1873] 04_180_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 563/1873] 04_180_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 564/1873] 04_180_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 565/1873] 04_180_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 566/1873] 04_180_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 567/1873] 04_180_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 568/1873] 04_180_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 569/1873] 04_180_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 570/1873] 04_180_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 571/1873] 04_180_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 572/1873] 04_225_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 573/1873] 04_225_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 574/1873] 04_225_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 575/1873] 04_225_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 576/1873] 04_225_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 577/1873] 04_225_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 578/1873] 04_225_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 579/1873] 04_225_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 580/1873] 04_225_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 581/1873] 04_225_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 582/1873] 04_225_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 583/1873] 04_225_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 584/1873] 04_225_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 585/1873] 04_225_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 586/1873] 04_225_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 587/1873] 04_225_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 588/1873] 04_225_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 589/1873] 04_225_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 590/1873] 04_225_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 591/1873] 04_225_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 592/1873] 04_270_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 593/1873] 04_270_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 594/1873] 04_270_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 595/1873] 04_270_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 596/1873] 04_270_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 597/1873] 04_270_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 598/1873] 04_270_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 599/1873] 04_270_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 600/1873] 04_270_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 601/1873] 04_270_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 602/1873] 04_270_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 603/1873] 04_270_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 604/1873] 04_270_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 605/1873] 04_270_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 606/1873] 04_270_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 607/1873] 04_270_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 608/1873] 04_270_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 609/1873] 04_270_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 610/1873] 04_270_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 611/1873] 04_270_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 612/1873] 04_315_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 613/1873] 04_315_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 614/1873] 04_315_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 615/1873] 04_315_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 616/1873] 04_315_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 617/1873] 04_315_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 618/1873] 04_315_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 619/1873] 04_315_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 620/1873] 04_315_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 621/1873] 04_315_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 622/1873] 04_315_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 623/1873] 04_315_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 624/1873] 04_315_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 625/1873] 04_315_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 626/1873] 04_315_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 627/1873] 04_315_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 628/1873] 04_315_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 629/1873] 04_315_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 630/1873] 04_315_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 631/1873] 04_315_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | OK
[ 632/1873] 05_000_10_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 633/1873] 05_000_10_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 634/1873] 05_000_10_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 635/1873] 05_000_10_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 636/1873] 05_000_10_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 637/1873] 05_000_40_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 638/1873] 05_000_40_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 639/1873] 05_000_40_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 640/1873] 05_000_40_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 641/1873] 05_000_40_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 642/1873] 05_000_70_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 643/1873] 05_000_70_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 644/1873] 05_000_70_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 645/1873] 05_000_70_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 646/1873] 05_000_70_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 647/1873] 05_000_90_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 648/1873] 05_000_90_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 649/1873] 05_000_90_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 650/1873] 05_000_90_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 651/1873] 05_000_90_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 652/1873] 05_045_10_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 653/1873] 05_045_10_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 654/1873] 05_045_10_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 655/1873] 05_045_10_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 656/1873] 05_045_10_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 657/1873] 05_045_40_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 658/1873] 05_045_40_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 659/1873] 05_045_40_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 660/1873] 05_045_40_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 661/1873] 05_045_40_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 662/1873] 05_045_70_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 663/1873] 05_045_70_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 664/1873] 05_045_70_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 665/1873] 05_045_70_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 666/1873] 05_045_70_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 667/1873] 05_045_90_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 668/1873] 05_045_90_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 669/1873] 05_045_90_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 670/1873] 05_045_90_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 671/1873] 05_045_90_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 672/1873] 05_090_10_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 673/1873] 05_090_10_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 674/1873] 05_090_10_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 675/1873] 05_090_10_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 676/1873] 05_090_10_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 677/1873] 05_090_40_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 678/1873] 05_090_40_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 679/1873] 05_090_40_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 680/1873] 05_090_40_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 681/1873] 05_090_40_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 682/1873] 05_090_70_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 683/1873] 05_090_70_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 684/1873] 05_090_70_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 685/1873] 05_090_70_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 686/1873] 05_090_70_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 687/1873] 05_090_90_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 688/1873] 05_090_90_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 689/1873] 05_090_90_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 690/1873] 05_090_90_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 691/1873] 05_090_90_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 692/1873] 05_135_10_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 693/1873] 05_135_10_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 694/1873] 05_135_10_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 695/1873] 05_135_10_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 696/1873] 05_135_10_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 697/1873] 05_135_40_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 698/1873] 05_135_40_002.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 699/1873] 05_135_40_003.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 700/1873] 05_135_40_004.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 701/1873] 05_135_40_005.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
[ 702/1873] 05_135_70_001.jpg | REAL=05 | PRED_BASE=05 | PRED_FINAL=05 | REF=none | OK
